CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_650341111	1	25000.0	885	17	1	Homeimprovement
Application_560016471	2	25000.0	0	85	1	Homeimprovement
Application_614630519	1	20000.0	786	1409	2	Existingloantakeover
Application_1689022727	1	17000.0	977	3	1	Other,seeexplanation
Application_1820860663	3	19000.0	0	753	3	Car
Application_1532124749	1	30000.0	956	2	1	Car
Application_1667437865	2	15000.0	0	46	1	Car
Application_1183220839	1	15000.0	961	11	1	Homeimprovement
Application_967767056	1	9000.0	844	803	2	Existingloantakeover
Application_449689867	1	8000.0	1016	6	1	Homeimprovement
Application_100305707	1	48000.0	937	3	1	Existingloantakeover
Application_982705891	1	0.0	971	8	1	Car
Application_1197811323	3	6000.0	0	1	1	Remainingdebthome
Application_847435016	1	25000.0	1040	3	1	Homeimprovement
Application_917819529	3	10000.0	0	1	1	Homeimprovement
Application_2000863459	2	8000.0	0	143	1	Car
Application_1852582726	3	22500.0	0	1410	2	Existingloantakeover
Application_835017760	1	15000.0	973	3	1	Car
Application_645293411	2	15000.0	0	46	1	Car
Application_239665944	1	5000.0	1017	37	2	Car
Application_1967101441	1	11000.0	641	25	1	Car
Application_1503552845	3	15000.0	0	1	1	Other,seeexplanation
Application_1388301027	1	5000.0	1002	2	1	Homeimprovement
Application_2003070856	3	8000.0	0	14	2	Car
Application_1794954703	1	20000.0	730	35	1	Existingloantakeover
Application_921680477	1	50000.0	921	36	2	Homeimprovement
Application_251643830	1	15000.0	885	26	1	Car
Application_1779884800	2	33000.0	0	42	1	Extraspendinglimit
Application_1970365711	3	25000.0	0	33	2	Car
Application_2075712145	1	10000.0	787	8	1	Car
Application_1895218789	2	5000.0	0	20	1	Car
Application_1147483384	3	17800.0	0	4	1	Existingloantakeover
Application_705095012	1	0.0	764	8	1	Extraspendinglimit
Application_449037708	1	15000.0	1036	8	1	Car
Application_74146714	1	15000.0	977	1411	3	Homeimprovement
Application_250197985	1	50000.0	939	10	1	Homeimprovement
Application_625053534	1	0.0	0	5	1	Car
Application_950672244	3	10000.0	0	4	1	Car
Application_463802908	3	8000.0	0	4	1	Car
Application_96457854	2	20000.0	0	1412	7	Existingloantakeover
Application_186457936	1	6300.0	1020	10	1	Car
Application_625557604	3	15000.0	0	4	1	Unknown
Application_848927776	2	16000.0	0	42	1	Other,seeexplanation
Application_1462120066	1	11500.0	931	11	1	Existingloantakeover
Application_2039226731	1	15000.0	1073	8	1	Car
Application_1964832820	2	50000.0	0	42	1	Homeimprovement
Application_1758454920	1	5000.0	885	10	1	Car
Application_1600216301	2	23000.0	0	1060	2	Existingloantakeover
Application_780603539	3	10000.0	0	4	1	Car
Application_320894139	1	6500.0	995	6	1	Car
Application_799878417	3	15000.0	0	1413	3	Notspeficied
Application_761865335	3	25000.0	0	552	2	Car
Application_770608182	3	6000.0	0	1414	1	Other,seeexplanation
Application_674661607	3	12500.0	0	1	1	Car
Application_1078181682	1	5000.0	1064	3	1	Car
Application_265915723	1	35000.0	752	910	2	Existingloantakeover
Application_1087628944	1	5000.0	806	2	1	Existingloantakeover
Application_313469192	2	10000.0	0	9	1	Existingloantakeover
Application_2046997339	3	7000.0	0	118	2	Other,seeexplanation
Application_1317339443	1	17500.0	962	2	1	Homeimprovement
Application_843520137	3	5000.0	0	7	1	Existingloantakeover
Application_1192907459	2	7000.0	0	883	2	Car
Application_813921157	3	20000.0	0	7	1	Caravan/Camper
Application_599115989	3	40000.0	0	1	1	Homeimprovement
Application_1271977554	1	6000.0	889	6	1	Extraspendinglimit
Application_1596462792	3	35000.0	0	1	1	Other,seeexplanation
Application_93042562	1	8000.0	901	31	1	Existingloantakeover
Application_21340691	1	5000.0	1026	35	1	Caravan/Camper
Application_981497061	3	16500.0	0	19	2	Car
Application_265942746	1	6000.0	1030	3	1	Existingloantakeover
Application_1843549466	3	15000.0	0	1	1	Other,seeexplanation
Application_995775515	1	15000.0	985	3	1	Car
Application_1632064878	1	30000.0	920	3	1	Boat
Application_1948110752	3	10000.0	0	1	1	Existingloantakeover
Application_1168935256	3	17700.0	0	1	1	Existingloantakeover
Application_453130682	1	15000.0	1005	3	1	Car
Application_1546287413	1	5000.0	1042	2	1	Other,seeexplanation
Application_1593518653	3	5000.0	0	311	2	Existingloantakeover
Application_2052803907	1	15000.0	1014	3	1	Car
Application_1332561488	3	15500.0	0	1	1	Existingloantakeover
Application_1894225872	3	10000.0	0	14	2	Homeimprovement
Application_82697402	3	15000.0	0	155	3	Car
Application_1405484331	3	40000.0	0	1	1	Existingloantakeover
Application_1718730559	1	15000.0	960	2	1	Homeimprovement
Application_725453768	3	6000.0	0	41	2	Car
Application_357563354	2	5000.0	0	9	1	Homeimprovement
Application_502445452	1	5000.0	838	2	1	Car
Application_794323532	2	5000.0	0	18	1	Car
Application_1773292216	1	15000.0	720	854	3	Existingloantakeover
Application_837084036	3	22000.0	0	1	1	Car
Application_1624801567	3	11000.0	0	14	2	Car
Application_1263189516	2	10000.0	0	18	1	Notspeficied
Application_1116301816	3	10000.0	0	1	1	Homeimprovement
Application_1946220626	1	5000.0	1099	205	2	Car
Application_1590317013	3	38000.0	0	110	3	Existingloantakeover
Application_761367685	1	15000.0	1016	25	1	Caravan/Camper
Application_508356144	2	37000.0	0	9	1	Existingloantakeover
Application_129387718	3	10000.0	0	257	2	Other,seeexplanation
Application_1080060964	2	44000.0	0	9	1	Existingloantakeover
Application_1168479139	3	17000.0	0	1	1	Car
Application_1437086146	3	5000.0	0	1	1	Existingloantakeover
Application_1560438635	1	9000.0	0	5	1	Car
Application_1935557708	1	40000.0	0	1084	2	Car
Application_421093822	1	75000.0	0	682	2	Homeimprovement
Application_593542788	1	0.0	1003	8	1	Unknown
Application_336221196	1	23000.0	0	1415	2	Car
Application_230843111	1	0.0	0	5	1	Homeimprovement
Application_93632616	3	0.0	0	13	1	Homeimprovement
Application_1534754048	3	13500.0	0	13	1	Homeimprovement
Application_836222420	1	15000.0	912	1041	2	Car
Application_2036396703	1	12000.0	0	5	1	Homeimprovement
Application_204243204	1	7500.0	0	5	1	Car
Application_144893080	1	11000.0	908	48	1	Car
Application_929698331	3	15000.0	0	16	1	Car
Application_778421995	1	45000.0	823	3	1	Existingloantakeover
Application_1920066439	1	20000.0	926	8	1	Unknown
Application_1638071691	1	10000.0	0	12	1	Homeimprovement
Application_1195543683	3	12500.0	0	121	1	Other,seeexplanation
Application_1574359134	1	6000.0	767	3	1	Car
Application_492588902	2	5000.0	0	9	1	Car
Application_581391519	1	13500.0	843	987	2	Homeimprovement
Application_2061894299	2	16000.0	0	195	1	Car
Application_129452254	3	15000.0	0	1	1	Car
Application_1079354715	3	16500.0	0	181	2	Existingloantakeover
Application_1972667767	1	10000.0	878	48	1	Existingloantakeover
Application_1626924392	3	12000.0	0	4	1	Car
Application_419944128	3	7500.0	0	335	1	Homeimprovement
Application_224754935	1	0.0	0	12	1	Unknown
Application_486868165	1	41000.0	700	1081	2	Homeimprovement
Application_1173417893	1	8000.0	974	23	1	Car
Application_486659783	3	36000.0	0	93	2	Notspeficied
Application_2078455927	1	22000.0	889	377	2	Car
Application_869604556	3	0.0	0	13	1	Unknown
Application_441916641	3	15000.0	0	173	2	Car
Application_298510885	1	12500.0	1082	69	2	Homeimprovement
Application_419163120	3	13000.0	0	1	1	Existingloantakeover
Application_802370608	1	15000.0	922	8	1	Other,seeexplanation
Application_1618107300	3	10000.0	0	276	4	Homeimprovement
Application_1378220799	1	12500.0	931	3	1	Car
Application_1028452966	1	0.0	0	12	1	Unknown
Application_384995711	1	20000.0	932	3	1	Car
Application_1958031421	3	10000.0	0	1	1	Existingloantakeover
Application_1475969114	3	10000.0	0	1	1	Homeimprovement
Application_401756608	3	15000.0	0	1	1	Existingloantakeover
Application_887238845	3	5000.0	0	1	1	Motorcycle
Application_671594303	1	10000.0	1001	3	1	Homeimprovement
Application_321858848	3	0.0	0	4	1	Unknown
Application_26555163	1	49600.0	949	199	1	Car
Application_2125870074	1	20000.0	863	39	1	Existingloantakeover
Application_1083662026	3	9000.0	0	74	1	Other,seeexplanation
Application_1699018253	3	10000.0	0	1	1	Existingloantakeover
Application_20087624	1	20000.0	919	420	2	Homeimprovement
Application_682105044	3	0.0	0	287	3	Unknown
Application_492438718	1	0.0	895	8	1	Unknown
Application_1476271894	3	0.0	0	4	1	Unknown
Application_1693011010	1	0.0	749	11	1	Unknown
Application_1734239730	1	8500.0	1048	3	1	Car
Application_848387673	1	11000.0	1085	10	1	Homeimprovement
Application_271401465	1	10000.0	1048	2	1	Car
Application_19584677	3	5500.0	0	1	1	Homeimprovement
Application_227264650	1	8000.0	928	17	1	Homeimprovement
Application_1230040703	1	5000.0	854	8	1	Car
Application_1861072460	3	0.0	0	4	1	Unknown
Application_2121832198	2	30000.0	0	1416	8	Homeimprovement
Application_630621633	3	7500.0	0	13	1	Homeimprovement
Application_1586978407	1	25000.0	878	156	2	Homeimprovement
Application_1143196798	2	5000.0	0	1040	1	Homeimprovement
Application_914243583	1	0.0	954	10	1	Unknown
Application_293524796	1	5000.0	955	131	1	Other,seeexplanation
Application_1089778545	3	15000.0	0	4	1	Car
Application_1678771126	1	11800.0	1008	69	2	Existingloantakeover
Application_609004415	1	5000.0	1054	2	1	Notspeficied
Application_821907135	3	10000.0	0	4	1	Car
Application_522241789	3	0.0	0	13	1	Unknown
Application_966273729	1	10000.0	1019	53	2	Car
Application_1716634215	2	10000.0	0	18	1	Existingloantakeover
Application_1505927782	3	5000.0	0	1	1	Notspeficied
Application_465648761	1	5000.0	715	25	1	Homeimprovement
Application_1234336445	2	15000.0	0	9	1	Existingloantakeover
Application_1865725323	2	15000.0	0	280	2	Other,seeexplanation
Application_2146781818	3	8000.0	0	4	1	Existingloantakeover
Application_1695874132	1	5000.0	818	31	1	Car
Application_1481270192	3	0.0	0	4	1	Unknown
Application_1224343980	3	5000.0	0	27	2	Existingloantakeover
Application_519680866	1	16500.0	1001	53	2	Car
Application_479452628	3	5000.0	0	62	1	Homeimprovement
Application_1243535396	1	10000.0	1008	8	1	Existingloantakeover
Application_1096979043	1	0.0	790	52	1	Unknown
Application_2035426213	3	24000.0	0	1	1	Car
Application_202534910	2	10000.0	0	9	1	Car
Application_1601608603	1	8500.0	1009	52	1	Other,seeexplanation
Application_1750793983	3	7000.0	0	4	1	Existingloantakeover
Application_2133319602	1	5000.0	1056	22	1	Car
Application_1289078901	1	18000.0	626	5	1	Homeimprovement
Application_1470171951	1	10000.0	1076	3	1	Car
Application_397358164	2	5000.0	0	78	1	Existingloantakeover
Application_297632601	1	25000.0	887	23	1	Car
Application_855855382	1	5000.0	952	47	1	Car
Application_1038193560	2	24500.0	0	112	2	Car
Application_1749959518	1	20000.0	0	1417	1	Existingloantakeover
Application_1849778934	3	15000.0	0	1	1	Extraspendinglimit
Application_2112516828	3	30000.0	0	313	2	Existingloantakeover
Application_966841012	1	10000.0	0	5	1	Homeimprovement
Application_1379635634	1	12000.0	0	375	2	Car
Application_1249521286	3	6000.0	0	1	1	Car
Application_462696075	1	12500.0	990	2	1	Car
Application_2042662448	1	25000.0	883	3	1	Homeimprovement
Application_1548436767	2	7500.0	0	18	1	Car
Application_1763400279	1	10000.0	1010	36	2	Car
Application_293789625	1	0.0	878	644	2	Unknown
Application_136457112	2	5000.0	0	9	1	Homeimprovement
Application_494347751	2	29000.0	0	9	1	Homeimprovement
Application_1909308694	1	7500.0	961	3	1	Homeimprovement
Application_1256391925	1	16500.0	965	748	3	Car
Application_55956958	3	5300.0	0	1	1	Existingloantakeover
Application_1320017026	3	5000.0	0	1	1	Homeimprovement
Application_118598479	3	25000.0	0	14	2	Existingloantakeover
Application_883417814	3	10000.0	0	1	1	Homeimprovement
Application_1731658461	3	5000.0	0	7	1	Car
Application_2061710675	3	7500.0	0	14	2	Homeimprovement
Application_1952185582	1	17750.0	0	5	1	Car
Application_834965493	1	10000.0	0	5	1	Car
Application_995221293	1	15000.0	742	25	1	Homeimprovement
Application_1742552778	1	15000.0	711	409	1	Existingloantakeover
Application_2123157115	3	23000.0	0	1	1	Car
Application_681961933	1	0.0	794	10	1	Homeimprovement
Application_596911896	3	15000.0	0	1	1	Existingloantakeover
Application_786345678	1	5000.0	743	3	1	Homeimprovement
Application_1513687409	1	10000.0	920	1418	4	Car
Application_1849571436	2	5000.0	0	1419	2	Other,seeexplanation
Application_1868408564	1	14000.0	778	17	1	Car
Application_2083218603	1	0.0	827	8	1	Unknown
Application_1360907794	1	5000.0	935	43	1	Other,seeexplanation
Application_62222822	3	5000.0	0	1	1	Existingloantakeover
Application_1883905628	3	20500.0	0	1420	3	Existingloantakeover
Application_2048956426	3	0.0	0	13	1	Unknown
Application_666172526	2	10000.0	0	9	1	Car
Application_1298261275	1	30300.0	965	8	1	Existingloantakeover
Application_1487439781	1	0.0	705	10	1	Other,seeexplanation
Application_953641566	2	25000.0	0	1421	1	Notspeficied
Application_1269779804	1	10000.0	1078	3	1	Car
Application_1807815107	2	17500.0	0	38	1	Other,seeexplanation
Application_1619619878	1	13500.0	932	68	2	Car
Application_1177178427	1	30000.0	941	48	1	Homeimprovement
Application_852711227	3	10000.0	0	1	1	Car
Application_545125570	1	13500.0	1002	3	1	Car
Application_1583195260	2	5000.0	0	9	1	Car
Application_1197876258	3	20000.0	0	1	1	Homeimprovement
Application_561387569	3	7500.0	0	408	1	Car
Application_1968140279	3	30000.0	0	1	1	Homeimprovement
Application_481247774	1	15000.0	905	1422	3	Remainingdebthome
Application_517407368	1	6000.0	780	150	1	Remainingdebthome
Application_1201055266	3	15000.0	0	1	1	Car
Application_1247127458	1	0.0	0	12	1	Car
Application_1897490807	1	25000.0	912	6	1	Homeimprovement
Application_2039211506	1	0.0	875	8	1	Unknown
Application_1623344115	3	7000.0	0	4	1	Car
Application_1341217021	2	7000.0	0	1423	3	Car
Application_393314116	1	0.0	917	8	1	Unknown
Application_839583307	3	0.0	0	4	1	Unknown
Application_405641704	2	7500.0	0	9	1	Homeimprovement
Application_2090379484	2	5000.0	0	618	1	Extraspendinglimit
Application_1307274888	1	10000.0	869	3	1	Other,seeexplanation
Application_1478562643	3	10000.0	0	4	1	Other,seeexplanation
Application_1495710846	3	15000.0	0	16	1	Car
Application_94246719	1	0.0	737	5	1	Unknown
Application_264005685	1	13000.0	951	2	1	Other,seeexplanation
Application_1139356195	3	5000.0	0	4	1	Homeimprovement
Application_1019714896	3	5000.0	0	30	1	Car
Application_225643837	2	5000.0	0	18	1	Car
Application_810855027	3	30000.0	0	1	1	Extraspendinglimit
Application_1126987739	3	20000.0	0	4	1	Homeimprovement
Application_1491156370	3	42500.0	0	13	1	Homeimprovement
Application_981962438	2	5000.0	0	9	1	Car
Application_539314379	1	0.0	806	11	1	Car
Application_889517497	1	10000.0	723	3	1	Existingloantakeover
Application_670914552	1	20000.0	1082	10	1	Homeimprovement
Application_1526223693	3	0.0	0	33	2	Unknown
Application_1885112588	3	6000.0	0	1	1	Homeimprovement
Application_1977427739	2	5000.0	0	54	2	Other,seeexplanation
Application_243922284	3	5500.0	0	1	1	Car
Application_117186667	1	23000.0	0	5	1	Car
Application_1179844725	3	8500.0	0	14	2	Other,seeexplanation
Application_2125603990	3	5000.0	0	1	1	Other,seeexplanation
Application_1398495274	1	35000.0	849	246	1	Existingloantakeover
Application_1087909645	2	38000.0	0	38	1	Existingloantakeover
Application_1277679234	1	15000.0	902	1424	3	Remainingdebthome
Application_641443562	1	20000.0	761	1425	2	Notspeficied
Application_78297350	1	25000.0	0	12	1	Other,seeexplanation
Application_852842986	1	10500.0	879	10	1	Car
Application_1975316215	1	20000.0	0	12	1	Homeimprovement
Application_1760251707	2	50000.0	0	102	1	Other,seeexplanation
Application_1313024744	1	7500.0	0	61	2	Homeimprovement
Application_677685696	2	9000.0	0	20	1	Other,seeexplanation
Application_1326851868	1	10000.0	839	17	1	Car
Application_101015826	1	19000.0	914	8	1	Homeimprovement
Application_1108271369	1	25000.0	900	1426	3	Notspeficied
Application_893306042	3	20000.0	0	13	1	Remainingdebthome
Application_965210653	1	30000.0	892	192	1	Homeimprovement
Application_615262835	1	5000.0	895	3	1	Car
Application_1528592084	2	5000.0	0	126	1	Existingloantakeover
Application_634826567	1	40000.0	904	29	1	Existingloantakeover
Application_30562676	1	20000.0	1003	23	1	Homeimprovement
Application_454914361	1	7000.0	812	15	1	Existingloantakeover
Application_1386139411	1	10000.0	722	511	2	Car
Application_1373778236	3	25000.0	0	1	1	Homeimprovement
Application_994827670	3	5000.0	0	16	1	Car
Application_290852330	1	25000.0	0	5	1	Extraspendinglimit
Application_109767425	1	6500.0	0	5	1	Homeimprovement
Application_811459869	1	12000.0	810	1427	2	Notspeficied
Application_1885989280	1	15000.0	1022	10	1	Car
Application_1821081059	3	20000.0	0	1	1	Remainingdebthome
Application_957475762	1	32500.0	0	5	1	Existingloantakeover
Application_262031538	3	0.0	0	324	1	Unknown
Application_611699766	1	7000.0	842	83	2	Other,seeexplanation
Application_232608749	3	10000.0	0	1	1	Homeimprovement
Application_307233076	2	0.0	0	20	1	Other,seeexplanation
Application_631913965	1	10000.0	0	5	1	Homeimprovement
Application_1193905783	1	8000.0	939	6	1	Existingloantakeover
Application_1657152614	1	8500.0	904	15	1	Homeimprovement
Application_254408458	2	28000.0	0	186	2	Homeimprovement
Application_989513807	1	10000.0	0	5	1	Homeimprovement
Application_2096766083	3	0.0	0	1037	1	Unknown
Application_1713817974	3	5000.0	0	16	1	Homeimprovement
Application_433404502	1	10000.0	1002	25	1	Homeimprovement
Application_295457720	1	0.0	0	433	1	Unknown
Application_484552663	1	12000.0	967	2	1	Car
Application_1693405530	2	8000.0	0	9	1	Car
Application_1747116184	1	15000.0	872	2	1	Homeimprovement
Application_1473452601	1	30000.0	874	2	1	Homeimprovement
Application_397814196	1	5000.0	1039	2	1	Car
Application_1572784952	1	0.0	723	8	1	Unknown
Application_75685891	1	20000.0	862	1428	2	Car
Application_1655838506	1	7000.0	851	3	1	Homeimprovement
Application_1005878170	1	45000.0	920	916	2	Existingloantakeover
Application_995704629	1	40000.0	898	26	1	Homeimprovement
Application_1366996307	2	30000.0	0	85	1	Car
Application_1162940619	3	5000.0	0	16	1	Car
Application_1217897060	1	10000.0	1004	8	1	Car
Application_1862076158	2	15000.0	0	20	1	Homeimprovement
Application_1369440812	1	5400.0	945	1429	2	Existingloantakeover
Application_1719069496	2	15000.0	0	18	1	Other,seeexplanation
Application_1468274126	1	10000.0	952	3	1	Existingloantakeover
Application_2083089702	1	12500.0	0	191	1	Car
Application_1994608335	1	15000.0	899	1430	4	Car
Application_1226881790	3	7500.0	0	7	1	Other,seeexplanation
